User ID : 2418785600 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872281205915471872, User Location : 名古屋方面に弱い傾向, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/98Ft2cGDRQ
User ID : 118434292 , Lattitute : 34.86026146, Longitute : 136.81532131, Tweet Number : 872278684371222529, User Location : 三河國, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/WLvOcdG9B1
User ID : 17550337 , Lattitute : 31.8725284, Longitute : 131.43710643, Tweet Number : 872277065902456832, User Location : Tokyo, Japan, Tweet Status : I'm at ニッポンレンタカー 宮崎空港営業所 in 宮崎市, 宮崎県 https://t.co/laeVdD3diN
User ID : 578892107 , Lattitute : 35.77236971, Longitute : 140.38779616, Tweet Number : 872276327377891328, User Location : , Tweet Status : I'm at 京成 空港第2ビル駅 - @keiseirailway in 成田市, 千葉県 https://t.co/53ja5A858N
User ID : 261205458 , Lattitute : 45.39961876, Longitute : 141.79744774, Tweet Number : 872274916552396801, User Location : 尾久とはどこぞ, Tweet Status : I'm at 稚内空港 in 稚内市, 北海道 https://t.co/sD2rpEU1A3
User ID : 178691823 , Lattitute : 35.17010155, Longitute : 136.88141361, Tweet Number : 872273240269496320, User Location : 神奈川県, Tweet Status : I'm at 名古屋駅 新幹線ホーム in 名古屋市, 愛知県 https://t.co/MUiE7dPzaJ
User ID : 36678668 , Lattitute : 36.32256813, Longitute : 139.01304066, Tweet Number : 872270696772141056, User Location : 今はぐんま。昔はいろいろ, Tweet Status : I'm at 上越・北陸新幹線 高崎駅 - @jreast_official in 高崎市, 群馬県 https://t.co/lYTAFL8y0y
User ID : 180291971 , Lattitute : 25.06367859, Longitute : 121.5520276, Tweet Number : 872269518034391041, User Location : チーバくんの顎の下, Tweet Status : I'm at 台北松山空港 in 臺北市, T’ai-pei Shih https://t.co/Te4fT8CZ22
User ID : 918802872 , Lattitute : 34.98468553, Longitute : 135.75944038, Tweet Number : 872268529680224256, User Location : , Tweet Status : I'm at 京都駅 新幹線ホーム in 京都市, 京都府 https://t.co/AZpOqm1Spv
User ID : 59464659 , Lattitute : 34.21866022, Longitute : 134.0187943, Tweet Number : 872266846262755330, User Location : Shinagawa city in Tokyo, Japan, Tweet Status : I'm at 高松空港 in 高松市, 香川県 https://t.co/Y4s5t5tpBl
User ID : 156976781 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872265789474304000, User Location : となり, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/1CACAt19NT
User ID : 515530852 , Lattitute : 36.17791507, Longitute : 140.40732974, Tweet Number : 872264836708741121, User Location : 変態鎮守府, Tweet Status : I'm at 茨城空港 in 小美玉市, 茨城県 https://t.co/qwjfX7bo7d
User ID : 15928216 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872264459397603328, User Location : saitama, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/L7EVn540Sq
User ID : 515530852 , Lattitute : 36.17786116, Longitute : 140.40642166, Tweet Number : 872263919271890944, User Location : 変態鎮守府, Tweet Status : I'm at 茨城空港駐車場 in 小美玉市, 茨城県 https://t.co/M0UCfDoFKU
User ID : 606994188 , Lattitute : 34.79001694, Longitute : 135.44267178, Tweet Number : 872261455734878208, User Location : Osaka⇔Mt.rokko, Tweet Status : I'm at Starbucks Coffee 大阪空港店 - @starbucks_j in 豊中市, 大阪府 https://t.co/ksFS0PhISu
User ID : 73030250 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872258005705863168, User Location : 愛知県, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/FeJij9SBwj
User ID : 2913674443 , Lattitute : 34.39849582, Longitute : 132.47497277, Tweet Number : 872251799310356480, User Location : , Tweet Status : I'm at JR 広島駅 新幹線ホーム in 広島市, 広島県 https://t.co/0GXryqVb2E
User ID : 135902097 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872248409893351424, User Location : さんたま, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/qXvmiNn6Jj
User ID : 88614202 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872247821789016065, User Location : ネオロシア, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/Ibg5RXfU6W
User ID : 337728807 , Lattitute : 34.39849582, Longitute : 132.47497277, Tweet Number : 872245893566693377, User Location : 広島, Tweet Status : I'm at JR 広島駅 新幹線ホーム in 広島市, 広島県 https://t.co/5va1XpnTzr
User ID : 1495053272 , Lattitute : 33.82902918, Longitute : 132.70430499, Tweet Number : 872243775363526657, User Location : , Tweet Status : I'm at 松山空港 in 松山市, 愛媛県 https://t.co/c9t3aq50gm
User ID : 133536193 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872243057139253250, User Location : 東京都/千葉県, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/xm7zfh2Ndy
User ID : 1336968948 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872242346469072896, User Location : TOKYO, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/rEYm0XqMKc
User ID : 2794774168 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872241420253503493, User Location : , Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/Eee1smP4tp
User ID : 59464659 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872240494033678336, User Location : Shinagawa city in Tokyo, Japan, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/wwvr1n2kuL
User ID : 794026237 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872239984195121156, User Location : 横浜, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/SAvyZFZHO3
User ID : 1376873455 , Lattitute : 36.64333753, Longitute : 137.18960124, Tweet Number : 872239768356216833, User Location : , Tweet Status : I'm at 富山きときと空港 in 富山市, 富山県 https://t.co/UTM4AkYTTR
User ID : 459932653 , Lattitute : 35.68034166, Longitute : 139.76780891, Tweet Number : 872237716032892930, User Location : 石川県 小松市 →千葉→埼玉, Tweet Status : I'm at Starbucks Coffee JR東海 東京駅新幹線南ラチ内店 - @starbucks_j in 千代田区, 東京都 https://t.co/a13iP1B9Ks https://t.co/zVp1p9gTii
User ID : 59462066 , Lattitute : 35.71268785, Longitute : 139.77634801, Tweet Number : 872236739578015745, User Location : Tochigi / Tokyo, Tweet Status : I'm at JR上野駅 新幹線ホーム in 台東区, 東京都 https://t.co/qigGG4Ytq2
User ID : 791101694 , Lattitute : 37.39832254, Longitute : 140.38840907, Tweet Number : 872235682433040390, User Location : しじゅうはち関係はほぼ休戦中, Tweet Status : I'm at 郡山駅 新幹線ホーム in 郡山市, 福島県 https://t.co/0zAEtTH4ff
User ID : 459932653 , Lattitute : 35.68078449, Longitute : 139.76705743, Tweet Number : 872234930994114561, User Location : 石川県 小松市 →千葉→埼玉, Tweet Status : I'm at JR東京駅 新幹線南のりかえ口 in 千代田区, 東京都 https://t.co/QJpYe3EEDX https://t.co/zhjAmHET6a
User ID : 68331875 , Lattitute : 35.56688948, Longitute : 139.7640574, Tweet Number : 872234142959902725, User Location : 上総國, Tweet Status : I'm at 空港北トンネル in 大田区, 東京都 https://t.co/qDOaQuGCXH
User ID : 2329902348 , Lattitute : 32.83459296, Longitute : 130.85842113, Tweet Number : 872233095482789888, User Location : 熊本/みっさみさ民/くるみの使い魔/わかちゃんず, Tweet Status : I'm at 熊本空港 / 阿蘇くまもと空港 in 益城町, 熊本県 https://t.co/B9dpTgYnVW
User ID : 120289115 , Lattitute : 34.86026146, Longitute : 136.81532131, Tweet Number : 872223877623148551, User Location : 岐阜市・南砺市, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/zbpLkWmi1m
User ID : 1133381202 , Lattitute : 34.86026146, Longitute : 136.81532131, Tweet Number : 872223225849237504, User Location : 味噌帝国 稲沢, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/Rz17ZJ7O5o
User ID : 2351445932 , Lattitute : 38.13813458, Longitute : 140.92993498, Tweet Number : 872222989101694977, User Location : 杜の都 SENDAI, Tweet Status : I'm at 仙台国際空港 - @sendai_a_s in 名取市, 宮城県 https://t.co/XGV6nuXmx1
User ID : 119256780 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872222749628002305, User Location : 栃木県 那須塩原市, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/rqzN6BVB8b
User ID : 391287878 , Lattitute : 35.25373234, Longitute : 136.91915721, Tweet Number : 872221923400351747, User Location : , Tweet Status : I'm at 県営名古屋空港 / 小牧空港 in 豊山町, 愛知県 https://t.co/J4ZPJTNtrX
User ID : 88614202 , Lattitute : 35.17010155, Longitute : 136.88141361, Tweet Number : 872221814776365056, User Location : ネオロシア, Tweet Status : I'm at 名古屋駅 新幹線ホーム in 名古屋市, 愛知県 https://t.co/oN9y72OXHI
User ID : 116454137 , Lattitute : 31.80122976, Longitute : 130.71588422, Tweet Number : 872220256600764416, User Location : , Tweet Status : I'm at 鹿児島空港 in 霧島市, 鹿児島県 https://t.co/127x08RpOL
User ID : 2418785600 , Lattitute : 25.06367859, Longitute : 121.5520276, Tweet Number : 872218778725175296, User Location : 名古屋方面に弱い傾向, Tweet Status : I'm at 台北松山空港 in 臺北市, T’ai-pei Shih https://t.co/kuab5wfkf7
User ID : 791101694 , Lattitute : 35.71268785, Longitute : 139.77634801, Tweet Number : 872215487777841152, User Location : しじゅうはち関係はほぼ休戦中, Tweet Status : I'm at JR上野駅 新幹線ホーム in 台東区, 東京都 https://t.co/VWcdy7CS18
User ID : 83024007 , Lattitute : 34.86026146, Longitute : 136.81532131, Tweet Number : 872215306487422976, User Location : 愛知県常滑市, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/W7dIlluphV
User ID : 83024007 , Lattitute : 34.8600223, Longitute : 136.81606376, Tweet Number : 872215139814174721, User Location : 愛知県常滑市, Tweet Status : I'm at 中部国際空港駅 in Tokoname, Aichi https://t.co/uQdkCZJL9u
User ID : 1376873455 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872211008391196672, User Location : , Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/9xSqzFw4sp
User ID : 232624247 , Lattitute : 35.1692978, Longitute : 136.88162195, Tweet Number : 872208178246594561, User Location : , Tweet Status : I'm at JR名古屋駅 新幹線ホーム喫煙ルーム in 名古屋市, 愛知県, 愛知県 https://t.co/CP2YFW0oFz
User ID : 232624247 , Lattitute : 35.17069015, Longitute : 136.88130943, Tweet Number : 872208132197437440, User Location : , Tweet Status : I'm at 名代きしめん住よし 新幹線上りホーム店 in 名古屋市, 愛知県 https://t.co/tYvisPFLVz
User ID : 232624247 , Lattitute : 35.17054587, Longitute : 136.88098758, Tweet Number : 872208067449856001, User Location : , Tweet Status : I'm at JR名古屋駅 新幹線待合室 in Nagoya-shi, 愛知県 https://t.co/zYeJmjXGkN
User ID : 232624247 , Lattitute : 35.16982509, Longitute : 136.88129996, Tweet Number : 872207862633611264, User Location : , Tweet Status : I'm at Starbucks Coffee JR名古屋駅 新幹線南ラチ内店 - @starbucks_j in 名古屋市, 愛知県 https://t.co/Jb78zkdJXV
User ID : 115251976 , Lattitute : 35.9059803, Longitute : 139.6231842, Tweet Number : 872206360154218497, User Location : お茶香るまち, Tweet Status : I'm at JR 大宮駅 新幹線ホーム in さいたま市, 埼玉県 https://t.co/j23kNb3AYW
User ID : 119256780 , Lattitute : 36.93166239, Longitute : 140.02017148, Tweet Number : 872203900601892865, User Location : 栃木県 那須塩原市, Tweet Status : I'm at 那須塩原駅 新幹線ホーム - @jreast_official in 那須塩原市, 栃木県 https://t.co/zjt5QUcvfj
User ID : 2843332099 , Lattitute : 25.08096012, Longitute : 121.23681205, Tweet Number : 872203695139676161, User Location : 大阪, Tweet Status : I'm at 台湾桃園国際空港 in 桃園縣, 臺灣 https://t.co/RwnVOetmOR
User ID : 2205054823 , Lattitute : 34.43588895, Longitute : 135.24208503, Tweet Number : 872200571608064001, User Location : , Tweet Status : I'm at 南海バス 空港駅 バス停 in 泉佐野市, 大阪府 https://t.co/1vpxl26ybB
User ID : 1612158540 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872199023163305988, User Location : Токио, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/PXM3AWRItI
User ID : 41519781 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872198734309928965, User Location : Suginami, Japan, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/eU2w2zwYU4
User ID : 2205054823 , Lattitute : 34.43647886, Longitute : 135.24309207, Tweet Number : 872198191239843845, User Location : , Tweet Status : I'm at ホテル日航関西空港 in 泉佐野市, 大阪府 https://t.co/SIIp4w8mNr
User ID : 582710885 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 872194781794971650, User Location : NRT, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/b9Cn93Dqf1
User ID : 574922998 , Lattitute : 34.69286617, Longitute : 135.1935897, Tweet Number : 872194569550663682, User Location : 日本  関西  (일본 간사이 지방), Tweet Status : I'm at 神戸三宮 空港リムジンバスのりば (S1) in 神戸市, 兵庫県 https://t.co/5gwwZpnj9k
User ID : 180291971 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872193722729070592, User Location : チーバくんの顎の下, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/Rm75CGP00w
User ID : 2329902348 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872193238450532353, User Location : 熊本/みっさみさ民/くるみの使い魔/わかちゃんず, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/Yvtotr5RIv
User ID : 82365358 , Lattitute : 21.33206041, Longitute : -157.91972843, Tweet Number : 872181018417131520, User Location : , Tweet Status : I'm at ダニエル・K・イノウエ国際空港 in Honolulu, HI https://t.co/F9Mvd3bdaE
User ID : 144323786 , Lattitute : 41.79610186, Longitute : 12.25182179, Tweet Number : 872149402084880384, User Location : わこうし, Tweet Status : I'm at フィウミチーノ / レオナルドダヴィンチ空港 in Fiumicino, RM https://t.co/zmn25bcJqd
User ID : 261205458 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 872118197339774976, User Location : 尾久とはどこぞ, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/XF51ImRxTd
User ID : 3225807060 , Lattitute : 33.47689557, Longitute : 131.7323605, Tweet Number : 872087750580862980, User Location : やっぱ三重やに⇆おんせん県, Tweet Status : I'm at 大分空港 in 国東市, 大分県 https://t.co/LZ86rgAwMw
User ID : 88560315 , Lattitute : 22.31521307, Longitute : 113.93417958, Tweet Number : 872082291396415488, User Location : 中華民国広東省香港県沙田区顯径鎮守府, Tweet Status : I'm at 香港国際空港 - @hkairport in Islands District, Hong Kong https://t.co/8iXark2dUj
User ID : 604153713 , Lattitute : 37.61685233, Longitute : -122.38708331, Tweet Number : 872079739829268481, User Location : , Tweet Status : I'm at サンフランシスコ国際空港 - @flysfo in San Francisco, CA https://t.co/BxvKB5CuxC
User ID : 59419052 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872077176002236416, User Location : 札幌市, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/B1T6Dq85qW
User ID : 2487437996 , Lattitute : 33.80412213, Longitute : 130.97412403, Tweet Number : 872075619085025282, User Location : 岡山 ⇆ 福岡 , Tweet Status : I'm at すき家 北九州空港通り店 - @sukiya_cp in 京都郡, 福岡県 https://t.co/1IONXiZ35x
User ID : 169788132 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872072860738650112, User Location : NAVYなンゴロンゴロ, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/beP0tnPpYm
User ID : 2918559510 , Lattitute : 34.86026146, Longitute : 136.81532131, Tweet Number : 872070022558076930, User Location : 愛知県のどこか, Tweet Status : I'm at 中部国際空港 セントレア - @centrairairport in 常滑市, 愛知県 https://t.co/AQzwZBUP5c
User ID : 177854068 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 872063090170494976, User Location : 扶桑皇国 東松山, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/xQAgIRiHao
User ID : 87115541 , Lattitute : 33.626876, Longitute : 130.455389, Tweet Number : 872060092069408768, User Location : 北部九州, Tweet Status : I'm at 新幹線高架下 in 福岡市, 福岡県 https://t.co/rkfERqnAOb
User ID : 70108741 , Lattitute : 60.31823948, Longitute : 24.96712295, Tweet Number : 872057492968177665, User Location : , Tweet Status : I'm at ヘルシンキ空港 - @helsinkiairport in Vantaa, Uusimaa https://t.co/rA6GG1n3HB
User ID : 83462028 , Lattitute : 16.90077783, Longitute : 96.13392309, Tweet Number : 872054752506458114, User Location : ココ東京, Tweet Status : I'm at ヤンゴン国際空港 in Mingaladon, Yangon Division https://t.co/2Pu4fS0pww
User ID : 220209716 , Lattitute : 35.62922331, Longitute : 139.74007606, Tweet Number : 872054519865241600, User Location : 奈良はまほらば, Tweet Status : I'm at JR品川駅 新幹線北のりかえ口 in 港区, 東京都 https://t.co/ih5KHW9ck8
User ID : 1718261749 , Lattitute : 34.98468553, Longitute : 135.75944038, Tweet Number : 872052020601135104, User Location : , Tweet Status : I'm at 京都駅 新幹線ホーム in 京都市, 京都府 https://t.co/Kwzgf3Jkki
User ID : 500597732 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 872050971446308865, User Location : , Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/Vu2e8SLPgh
User ID : 1333006866 , Lattitute : 38.13813458, Longitute : 140.92993498, Tweet Number : 872050744601522176, User Location : ミルクス本物の本拠地 さっぽろ, Tweet Status : I'm at 仙台国際空港 - @sendai_a_s in 名取市, 宮城県 https://t.co/LdfFZS0m8P
User ID : 147926097 , Lattitute : 37.39832254, Longitute : 140.38840907, Tweet Number : 872045661033816065, User Location : 東京都, Tweet Status : I'm at 郡山駅 新幹線ホーム in 郡山市, 福島県 https://t.co/lW9vP24Ygt
User ID : 91798848 , Lattitute : 35.77236971, Longitute : 140.38779616, Tweet Number : 872044430018191361, User Location : New Taipei City, Taiwan, Tweet Status : I'm at 京成 空港第2ビル駅 - @keiseirailway in 成田市, 千葉県 https://t.co/m2gVTQuXfb
User ID : 313287772 , Lattitute : 34.63677065, Longitute : 135.22864308, Tweet Number : 872043540943187969, User Location : KOBE, Tweet Status : I'm at 神戸空港 in Kobe, 兵庫県 https://t.co/PHpJzn3dfg
User ID : 1941428065 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 872042254810140672, User Location : あい〜〜〜, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/7gmaE9tfH8
User ID : 1941428065 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 872042254810140672, User Location : あい〜〜〜, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/7gmaE9tfH8
User ID : 412853724 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872042202834325504, User Location : , Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 w/ @ryochan_48g https://t.co/9NnuosD0Fm
User ID : 2197954712 , Lattitute : 43.110302, Longitute : 141.37997, Tweet Number : 872032557575045120, User Location : 札幌市豊平区霧弥湖温泉, Tweet Status : I'm at 丘珠空港入口 バス停 in 札幌市東区, 北海道 https://t.co/FjcPmbr6TX
User ID : 6810372 , Lattitute : 33.82902918, Longitute : 132.70430499, Tweet Number : 872030706964287488, User Location : 神戸, Tweet Status : I'm at 松山空港 in 松山市, 愛媛県 https://t.co/TG8tqOONCq
User ID : 2197954712 , Lattitute : 43.11074066, Longitute : 141.38156128, Tweet Number : 872029603908464640, User Location : 札幌市豊平区霧弥湖温泉, Tweet Status : I'm at 丘珠空港 バス停 in 札幌市 https://t.co/8HuDwIRSy3
User ID : 906460261 , Lattitute : 31.80122976, Longitute : 130.71588422, Tweet Number : 872028812854296577, User Location : 初代いそかぜの終着駅, Tweet Status : I'm at 鹿児島空港 in 霧島市, 鹿児島県 https://t.co/tBPbj3aDCG
User ID : 223054006 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872024962030338048, User Location : , Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/xDnn6KVV8J
User ID : 105731048 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872023962921861120, User Location : 蒲と浜の狭間, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/eqnGqah8x6
User ID : 698319433240973312 , Lattitute : 31.19524164, Longitute : 121.33006783, Tweet Number : 872022526926499840, User Location : 浅めの地下, Tweet Status : I'm at 上海虹橋国際空港 in 上海市, 上海 https://t.co/Coerg5Vfyb
User ID : 3123358392 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872016866813902849, User Location : I♡TiPS製タラップ, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/hBbGKmgGeC
User ID : 996115633 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872015071479828480, User Location : 慶應日吉サファリパーク, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/phJxVpwwZK
User ID : 93165660 , Lattitute : 35.68093543, Longitute : 139.7676964, Tweet Number : 872012337821216768, User Location : 兵庫県神戸市須磨区在住, Tweet Status : I'm at 東京駅 新幹線ホーム in 千代田区, 東京都 https://t.co/Bgp8VvVuzS https://t.co/v3GXJU93QY
User ID : 128522589 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872010900915486720, User Location : Tokyo, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/bH2L1JhKdW
User ID : 14190355 , Lattitute : 28.4315345, Longitute : 129.70841848, Tweet Number : 872010010871701504, User Location : iPhone:-13.163365,-72.545618, Tweet Status : I'm at 奄美空港 in 奄美市, 鹿児島県 https://t.co/4WwGkHbbku
User ID : 93229519 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872007866118492161, User Location : 東京大学, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/ryrdcT0t2N
User ID : 82365358 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 872006242310516736, User Location : , Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/hCQVCpd0yV
User ID : 119256780 , Lattitute : 36.93166239, Longitute : 140.02017148, Tweet Number : 872006015553871872, User Location : 栃木県 那須塩原市, Tweet Status : I'm at 那須塩原駅 新幹線ホーム - @jreast_official in 那須塩原市, 栃木県 https://t.co/nQ1VKo7SU1
User ID : 2356692602 , Lattitute : 45.39961876, Longitute : 141.79744774, Tweet Number : 872002998108606464, User Location : 東京都, Tweet Status : I'm at 稚内空港 in 稚内市, 北海道 https://t.co/KXADFWqk5T
User ID : 160849324 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 872002874460471297, User Location : 東京都 大田区, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/8QoCTIfhCV
User ID : 83350104 , Lattitute : 34.63667411, Longitute : 135.22862477, Tweet Number : 872001605914284032, User Location : 北海道 北広島市, Tweet Status : I'm at 神戸空港 保安検査場 in 神戸市, 兵庫県 https://t.co/UdB1omKtvb
User ID : 143101770 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 871997585715867649, User Location : , Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/TvqYgCd0OZ
User ID : 83350104 , Lattitute : 34.63677065, Longitute : 135.22864308, Tweet Number : 871993969013649408, User Location : 北海道 北広島市, Tweet Status : I'm at 神戸空港 in Kobe, 兵庫県 https://t.co/NnQiWU7B6S
User ID : 83350104 , Lattitute : 34.63730831, Longitute : 135.22911966, Tweet Number : 871993892039778304, User Location : 北海道 北広島市, Tweet Status : I'm at 神戸空港駅 in 神戸市, 兵庫県 https://t.co/0zbVKBuMPd
User ID : 115332213 , Lattitute : 25.08096012, Longitute : 121.23681205, Tweet Number : 871993463268626432, User Location : , Tweet Status : I'm at 台湾桃園国際空港 in 桃園縣, 臺灣 https://t.co/KvKGyP0LVv
User ID : 17989476 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 871992356391747584, User Location : 東京11区, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/NFBGDzqdRC
User ID : 553466099 , Lattitute : 34.63684083, Longitute : 135.22871172, Tweet Number : 871991655427080193, User Location : 大都会浜松⇔札幌 時々名京阪広福熊, Tweet Status : I'm at 六甲牧場 神戸空港 in Kobe, Hyōgo https://t.co/KjB9teRJQC https://t.co/BMZ0N2B2MC
User ID : 553466099 , Lattitute : 34.63730831, Longitute : 135.22911966, Tweet Number : 871991236382556161, User Location : 大都会浜松⇔札幌 時々名京阪広福熊, Tweet Status : I'm at 神戸空港駅 in 神戸市, 兵庫県 https://t.co/DUevuLtaqS
User ID : 305547192 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 871989140321128448, User Location : , Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/78NqAl9EgC
User ID : 892260289 , Lattitute : 37.22698, Longitute : 140.433469, Tweet Number : 871988084208017408, User Location : 大阪 堺市 , Tweet Status : I'm at 福島空港 in 玉川村, 福島県 https://t.co/ZpUlRDl4j7
User ID : 584648455 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 871986199308664832, User Location : Megxa 香港, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/M4tkNdT8DZ
User ID : 867122862821261312 , Lattitute : 35.77288467, Longitute : 140.38802073, Tweet Number : 871985979078447104, User Location : 神奈川 横須賀, Tweet Status : I'm at 成田国際空港 in 成田市, 千葉県 https://t.co/dRP3RCQSwV
User ID : 96128900 , Lattitute : 35.25373234, Longitute : 136.91915721, Tweet Number : 871984629129019392, User Location : おうち⇔けいはんしん, Tweet Status : I'm at 県営名古屋空港 / 小牧空港 in 豊山町, 愛知県 https://t.co/wEiBajqTxr
User ID : 320496030 , Lattitute : 35.54843152, Longitute : 139.78040725, Tweet Number : 871983843968000000, User Location : 福島県いわき市, Tweet Status : I'm at 東京国際空港 / 羽田空港 in 大田区, 東京都 https://t.co/yJ22A0sqY8
User ID : 107655719 , Lattitute : 38.81721394, Longitute : 139.78945331, Tweet Number : 871980321167859712, User Location : Sakata, YAMAGATA, JPN, Tweet Status : I'm at 庄内空港緩衝緑地公園 in 酒田市, 山形県 https://t.co/C8Bl77nDQ7
User ID : 93229519 , Lattitute : 34.63677065, Longitute : 135.22864308, Tweet Number : 871980039818137600, User Location : 東京大学, Tweet Status : I'm at 神戸空港 in Kobe, 兵庫県 https://t.co/D2qr1rnhtZ
